Date,Item,Min
2026-06-13,Heartless Enchant Scroll,"52,500"
2026-06-13,Hollow Enchant Scroll,"44,500,000"
2026-06-13,Immoral Enchant Scroll,"20,000"
2026-06-13,Impaling Enchant Scroll,"1,200,000"
2026-06-13,Infinite Enchant Scroll,"500,000"
2026-06-13,Instant Enchant Scroll,"21,500,000"
2026-06-13,Irate Enchant Scroll,"4,100,000"
2026-06-13,Judgment Enchant Scroll,"9,999,500"
2026-06-13,Kobold Enchant Scroll,"99,500"
2026-06-13,Lament Enchant Scroll,"1,189,999"
2026-06-13,Madness Enchant Scroll,"6,000,000"
2026-06-13,Magic Elixir,"44,800"
2026-06-13,Magic Elixir of Life,"25,300"
2026-06-13,Magic Powder,"7,470"
2026-06-13,Meaningful Enchant Scroll,"1,480,012"
2026-06-13,Mystic Enchant Scroll,"58,000,000"
2026-06-13,Peaceful Enchant Scroll,"200,000"
2026-06-13,Petrify Enchant Scroll,"2,300,000"
2026-06-13,Praise Enchant Scroll,"32,999,999"
2026-06-13,Prophetic Enchant Scroll,"9,800,000"
2026-06-13,Raging Enchant Scroll,"449,998"
2026-06-13,Reflection Enchant Scroll,"29,876,543"
2026-06-13,Resolved Enchant Scroll,"100,000"
2026-06-13,Revenge Enchant Scroll,"4,399,500"
2026-06-13,Righteous Enchant Scroll,"50,000"
2026-06-13,Sealed Enchant Scroll,"555,500"
2026-06-13,Shrewd Enchant Scroll,"4,444,500"
2026-06-13,Significant Enchant Scroll,"3,000,000"
2026-06-13,Solitude Enchant Scroll,"9,500,000"
2026-06-13,Sorrowful Enchant Scroll,"3,300,000"
2026-06-13,Soul Enchant Scroll,"550,000"
2026-06-13,Space Time Enchant Scroll,"150,000"
2026-06-13,Special Dungeon: Enchant Pouch,"10,000,000"
2026-06-13,Stern Enchant Scroll,"6,460,822"
2026-06-13,Stigma Enchant Scroll,"20,000"
2026-06-13,Stylish Enchant Scroll,"12,999,999"
2026-06-13,Subdued Enchant Scroll,"75,499"
2026-06-13,Tempestuous Enchant Scroll,"9,000,000"
2026-06-13,Tragic Enchant Scroll,"44,500,000"
2026-06-13,Transcendent Enchant Scroll,"19,999,999"
2026-06-13,Trial Enchant Scroll,"24,999,999"
2026-06-13,Truth Enchant Scroll,"333,333"
2026-06-13,Valor Enchant Scroll,"2,999,999"
2026-06-13,Vehement Enchant Scroll,"381,647"
2026-06-13,Veiled Enchant Scroll,"18,000,000"
2026-06-13,Valor Enchant Scroll,"4,000,000"
2026-06-13,Wave Enchant Scroll,"48,000,000"
2026-06-13,Weeping Enchant Scroll,"5,000"
2026-06-13,Well-Balanced Enchant Scroll,"2,000,000"
2026-06-13,Wish Enchant Scroll,"776,700"
2026-06-13,Withered Enchant Scroll,"23,333,332"
2026-06-13,Abyssal Shard Grade 1,"164,000"
2026-06-13,Abyssal Shard Grade 2,"520,000"
2026-06-13,Abyssal Shard Grade 3,"1,450,000"
2026-06-13,Ancient Elemental Armor Shard,"7,000"
2026-06-13,Ancient Elemental Cloth Bundle,"7,763"
2026-06-13,Ancient Erg Crystal,"10,933"
2026-06-13,Ancient Spirit Magic Powder,"44,990"
2026-06-13,Complete Bracelet Diamond,"12,000,000"
2026-06-13,Complete Bracelet Emerald,"9,200,000"
2026-06-13,Complete Bracelet Ruby,"5,555,555"
2026-06-13,Complete Bracelet Sapphire,"7,000,000"
2026-06-13,Crescent Moon Island Power Crystal,"7,499"
2026-06-13,Element Stone,"29,990"
2026-06-13,Element Stone Catalyst,"16,000"
2026-06-13,Elemental Accessory Shard,"5,999"
2026-06-13,Elemental Armor Shard,"1,999"
2026-06-13,Elemental Cloth Bundle,"4,000"
2026-06-13,Elemental Weapon Shard,"2,500"
2026-06-13,Emptiness Erg Crystal,"10,700"
2026-06-13,Enhanced New Era Cloth,"35,000"
2026-06-13,Enhanced New Era Leather,"30,155"
2026-06-13,Enhanced New Era Orb,"22,875"
2026-06-13,Enhanced New Era Ore,"51,999"
2026-06-13,Eriu Advancement Stone: Head Armor,"66,666,666"
2026-06-13,Eriu Advancement Stone: Leg Armor,"66,666,666"
2026-06-13,Eriu Advancement Stone: Weapon,"33,999,999"
2026-06-13,Eriu Fragment: Auxiliary Equipment,"8,581,519"
2026-06-13,Eternity Erg Crystal,"13,000"
2026-06-13,Fine Bracelet Diamond,"49,995"
2026-06-13,Fine Bracelet Emerald,"20,000"
2026-06-13,Fine Bracelet Ruby,"12,222"
2026-06-13,Fine Bracelet Sapphire,"19,000"
2026-06-13,Goibhniu's Enhancement Stone,"1,900,000"
2026-06-13,Goibhniu's Stone+,"4,777,777"
2026-06-13,Hoarfrost Hollow Erg Crystal,"9,999"
2026-06-13,Inherited Power: Fragments,"7,900"
2026-06-13,Intermediate Element Stone,"298,000"
2026-06-13,Jardin Steel,"32,999"
2026-06-13,Lambent Powder,"1,800"
2026-06-13,Life Erg Crystal,"5,500"
2026-06-13,Life Spirit Remnant,"13,337"
2026-06-13,Light Erg Crystal,"23,000"
2026-06-13,Misty Summit Source,"9,999"
2026-06-13,Mysterious Shard Grade 1,"78,999"
2026-06-13,Mysterious Shard Grade 2,"366,112"
2026-06-13,Mysterious Shard Grade 3,"1,200,000"
2026-06-13,New Era Cloth,"22,000"
2026-06-13,New Era Leather,"21,000"
2026-06-13,New Era Orb,"8,110"
2026-06-13,New Era Ore,"8,919"
2026-06-13,Paradise Orb,"6,400"
2026-06-13,Prairie Erg Crystal,"40,000"
2026-06-13,Rage Erg Crystal,"18,900"
2026-06-13,Ruins Erg Crystal,"9,989"
2026-06-13,Sacred Erg Crystal,"20,000"
2026-06-13,Sealed Power: Fragments,"39,614"
2026-06-13,Ship Graveyard Power Crystal,"9,900"
2026-06-13,Silence Erg Crystal,"35,000"
2026-06-13,Spirit Magic Powder,"15,106"
2026-06-13,Spirit Remnant,"1,853"
2026-06-13,Spirit Water,"1,850"
2026-06-13,Superior Bracelet Diamond,"2,890,000"
2026-06-13,Superior Bracelet Emerald,"1,500,500"
2026-06-13,Superior Bracelet Ruby,"2,350,000"
2026-06-13,Superior Bracelet Sapphire,"3,000,000"
2026-06-13,Superior Element Stone,"999,999"
2026-06-13,Superior Enhancement Elixir,"125,000"
2026-06-13,Tarian Steel,"3,500,000"
2026-06-13,Twilight Desert Source,"9,994"
2026-06-13,Twilight Erg Crystal,"7,500"
2026-06-13,Uaithne Advancement Stone: Chest Armor,"55,555,555"
2026-06-13,Uaithne Advancement Stone: Feet Armor,"55,555,555"
2026-06-13,Uaithne Advancement Stone: Hand Armor,"55,555,555"
2026-06-13,Uaithne Advancement Stone: Head Armor,"55,555,555"
2026-06-13,Uaithne Advancement Stone: Leg Armor,"55,555,555"
2026-06-13,Uaithne Advancement Stone: Weapon,"88,888,888"
2026-06-13,Uaithne Crystal,"16,989,173"
2026-06-13,Uaithne Fragment: Auxiliary Equipment,"649,000"
2026-06-13,Unknowable Power: Fragments,"133,689"
2026-06-13,Unstable Enhancement Rune,"7,200,000"
2026-06-13,Water Erg Crystal,"30,000"
2026-06-13,Enchant Scroll Scrap: Advance,"1,600,000"
2026-06-13,Enchant Scroll Scrap: Advent,"14,000,000"
2026-06-13,Enchant Scroll Scrap: Adversarial,"20,900,000"
2026-06-13,Enchant Scroll Scrap: Amplified,"17,000,000"
2026-06-13,Enchant Scroll Scrap: Ancient,"5,999,999"
2026-06-13,Enchant Scroll Scrap: Bountiful,"19,000,000"
2026-06-13,Enchant Scroll Scrap: Brutal,"5,000,000"
2026-06-13,Enchant Scroll Scrap: Charge,"1,000,000"
2026-06-13,Enchant Scroll Scrap: Chaser's,"2,082,221"
2026-06-13,Enchant Scroll Scrap: Clash,"2,888,888"
2026-06-13,Enchant Scroll Scrap: Concentrated,"2,000,000"
2026-06-13,Enchant Scroll Scrap: Consume,"600,000"
2026-06-13,Enchant Scroll Scrap: Conviction,"5,555,555"
2026-06-13,Enchant Scroll Scrap: Cool,"750,000"
2026-06-13,Enchant Scroll Scrap: Cyclical,"9,000,000"
2026-06-13,Enchant Scroll Scrap: Destructive,"2,999,100"
2026-06-13,Enchant Scroll Scrap: Enmity,"3,900,000"
2026-06-13,Enchant Scroll Scrap: Escalating,"19,000,000"
2026-06-13,Enchant Scroll Scrap: Eternal,"13,999,999"
2026-06-13,Enchant Scroll Scrap: Executing,"54,999,999"
2026-06-13,Enchant Scroll Scrap: Fate,"154,321,098"
2026-06-13,Enchant Scroll Scrap: Fighting Spirit,"14,000,000"
2026-06-13,Enchant Scroll Scrap: Forgotten,"3,000,000"
2026-06-13,Enchant Scroll Scrap: Hollow,"26,999,999"
2026-06-13,Enchant Scroll Scrap: Impaling,"2,800,000"
2026-06-13,Enchant Scroll Scrap: Indomitable,"14,000,000"
2026-06-13,Enchant Scroll Scrap: Instant,"13,800,000"
2026-06-13,Enchant Scroll Scrap: Irate,"9,999,999"
2026-06-13,Enchant Scroll Scrap: Lament,"1,000,000"
2026-06-13,Enchant Scroll Scrap: Madness,"4,500,000"
2026-06-13,Enchant Scroll Scrap: Mystic,"39,999,999"
2026-06-13,Enchant Scroll Scrap: Petrify,"2,000,000"
2026-06-13,Enchant Scroll Scrap: Praise,"17,000,000"
2026-06-13,Enchant Scroll Scrap: Prophetic,"6,000,000"
2026-06-13,Enchant Scroll Scrap: Raging,"880,000"
2026-06-13,Enchant Scroll Scrap: Reflection,"20,000,000"
2026-06-13,Enchant Scroll Scrap: Sealed,"5,555,555"
2026-06-13,Enchant Scroll Scrap: Shrewd,"9,999,999"
2026-06-13,Enchant Scroll Scrap: Solitude,"16,000,000"
2026-06-13,Enchant Scroll Scrap: Sorrowful,"4,999,999"
2026-06-13,Enchant Scroll Scrap: Space Time,"898,000"
2026-06-13,Enchant Scroll Scrap: Stern,"8,500,000"
2026-06-13,Enchant Scroll Scrap: Stylish,"14,900,000"
2026-06-13,Enchant Scroll Scrap: Subdued,"5,555,555"
2026-06-13,Enchant Scroll Scrap: Tempestuous,"9,999,100"
2026-06-13,Enchant Scroll Scrap: Tragic,"22,499,000"
2026-06-13,Enchant Scroll Scrap: Transcendent,"13,425,426"
2026-06-13,Enchant Scroll Scrap: Trial,"18,500,000"
2026-06-13,Enchant Scroll Scrap: Twisted,"5,000,000"
2026-06-13,Enchant Scroll Scrap: Vehement,"719,999"
2026-06-13,Enchant Scroll Scrap: Veiled,"16,000,000"
2026-06-13,Enchant Scroll Scrap: Victorious,"5,999,999"
2026-06-13,Enchant Scroll Scrap: Wave,"25,000,000"
2026-06-13,Enchant Scroll Scrap: Weeping,"5,000,000"
2026-06-13,Enchant Scroll Scrap: Withered,"17,500,000"
2026-06-13,Ardri's Essence,"500,000"
2026-06-13,Eriu Fragment: Chest Armor,"3,000,000"
2026-06-13,Eriu Fragment: Head Armor,"3,543,942"
2026-06-13,Eriu Fragment: Leg Armor,"3,699,999"
2026-06-13,Eriu Fragment: Roots of Abundance,"1,881,011"
2026-06-13,Eriu Fragment: Starlight Belt,"7,300,000"
2026-06-13,Eriu Fragment: Weapon,"3,413,415"
2026-06-13,Eternal Legacy,"70,000"
2026-06-13,Gorbas' Essence,"7,490,000"
2026-06-13,Keen Eriu Crystal,"1,303,086"
2026-06-13,Keen Uaithne Crystal,"1,876,311"
2026-06-13,Lightweight Eriu Crystal,"820,692"
2026-06-13,Lightweight Uaithne Crystal,"2,350,000"
2026-06-13,Lucian's Essence,"2,600,000"
2026-06-13,Morgant's Essence,"2,377,999"
2026-06-13,Orna's Essence,"600,000"
2026-06-13,Perfect Uaithne Crystal,"2,700,000"
2026-06-13,Ragnahim's Essence,"2,000,000"
2026-06-13,Robust Eriu Crystal,"1,680,000"
2026-06-13,Robust Uaithne Crystal,"490,360"
2026-06-13,Selren's Essence,"8,000,000"
2026-06-13,Semias' Essence,"4,000,000"
2026-06-13,Smooth Eriu Crystal,"1,999,999"
2026-06-13,Smooth Uaithne Crystal,"399,999"
2026-06-13,Solid Eriu Crystal,"1,600,000"
2026-06-13,Solid Uaithne Crystal,"620,000"
2026-06-13,Spinos' Essence,"15,000,000"
2026-06-13,Sreng's Essence,"25,000,000"
2026-06-13,Stable Eriu Crystal,"2,000,000"
2026-06-13,Stable Uaithne Crystal,"2,699,000"
2026-06-13,Uaithne Fragment: Chest Armor,"3,418,949"
2026-06-13,Uaithne Fragment: Feet Armor,"29,108"
2026-06-13,Uaithne Fragment: Hand Armor,"2,800,000"
2026-06-13,Uaithne Fragment: Head Armor,"3,799,998"
2026-06-13,Uaithne Fragment: Leg Armor,"2,556,195"
2026-06-13,Uaithne Fragment: The Cursed Belt,"6,115,998"
2026-06-13,Uaithne Fragment: The Sun's Wish,"4,800,000"
2026-06-13,Uaithne Fragment: Token of Quiet,"9,500,000"
2026-06-13,Uaithne Fragment: Token of Silence,"7,777,777"
2026-06-13,Uaithne Fragment: Weapon,"3,600,000"
2026-06-13,Unrelenting Uaithne Crystal,"980,000"
2026-06-13,Uscias' Essence,"2,224,444"
2026-06-13,Twisted Enchant Scroll,"5,000,000"
2026-06-13,Abomination's Essence: Chest Armor,"555,800"
2026-06-13,Abomination's Essence: Grand Targe,"555,800"
2026-06-13,Abomination's Essence: Hand Armor,"1,850,000"
2026-06-13,Abomination's Essence: Head Armor,"1,850,000"
2026-06-13,Abomination's Essence: Leg Armor,"734,000"
2026-06-13,Abomination's Essence: Shield,"3,999,800"
2026-06-13,Abomination's Essence: Weapon,"1,850,000"
2026-06-13,Ardri's Essence: Chest Armor,"1,794,000"
2026-06-13,Ardri's Essence: Feet Armor,"1,900,000"
2026-06-13,Ardri's Essence: Hand Armor,"1,659,999"
2026-06-13,Ardri's Essence: Head Armor,"1,400,000"
2026-06-13,Ardri's Essence: Leg Armor,"1,299,999"
2026-06-13,Ardri's Essence: Weapon,"1,399,999"
2026-06-13,Astera's Essence: Chest Armor,"500,000"
2026-06-13,Astera's Essence: Feet Armor,"4,500,000"
2026-06-13,Astera's Essence: Hand Armor,"250,000"
2026-06-13,Astera's Essence: Head Armor,"1,500,000"
2026-06-13,Astera's Essence: Leg Armor,"250,000"
2026-06-13,Astera's Essence: Weapon,"440,000"
2026-06-13,Braha's Essence: Leg Armor,"200,000"
2026-06-13,Braha's Essence: Shield,"250,000"
2026-06-13,Braha's Essence: Weapon,"5,000,000"
2026-06-13,Bres's Moonlight Essence,"6,000,000"
2026-06-13,Dullahan's Essence: Chest Armor,"500,000"
2026-06-13,Dullahan's Essence: Feet Armor,"100,000"
2026-06-13,Dullahan's Essence: Grand Targe,"100,000"
2026-06-13,Dullahan's Essence: Hand Armor,"444,800"
2026-06-13,Dullahan's Essence: Head Armor,"500,000"
2026-06-13,Dullahan's Essence: Large Shield,"555,800"
2026-06-13,Dullahan's Essence: Leg Armor,"275,950"
2026-06-13,Dullahan's Essence: Shield,"500,000"
2026-06-13,Dullahan's Essence: Weapon,"5,555,555"
2026-06-13,Enok's Essence,"3,999,800"
2026-06-13,Eriu Fragment: Chest Armor,"2,802,976"
2026-06-13,Eriu Fragment: Head Armor,"3,247,619"
2026-06-13,Eriu Fragment: Leg Armor,"3,699,999"
2026-06-13,Eriu Fragment: Roots of Abundance,"16,999,999"
2026-06-13,Eriu Fragment: Starlight Belt,"7,300,000"
2026-06-13,Eriu Fragment: Weapon,"3,478,888"
2026-06-13,Jarnir's Essence,"5,000,000"
2026-06-13,Keen Eriu Crystal,"1,298,888"
2026-06-13,Keen Legacy Shard,"500,000"
2026-06-13,Keen Legendary Chunk,"550,000"
2026-06-13,Keen Legendary Ore,"899,900"
2026-06-13,Keen Succession Ore,"457,285"
2026-06-13,Keen Uaithne Crystal,"2,200,000"
2026-06-13,Lightweight Eriu Crystal,"777,777"
2026-06-13,Lightweight Legacy Shard,"489,999"
2026-06-13,Lightweight Legendary Chunk,"400,000"
2026-06-13,Lightweight Legendary Ore,"400,800"
2026-06-13,Lightweight Succession Ore,"550,000"
2026-06-13,Lightweight Uaithne Crystal,"2,184,926"
2026-06-13,Lugh Lamhfada's Essence: Feet Armor,"1,850,000"
2026-06-13,Lugh Lamhfada's Essence: Grand Targe,"500,000"
2026-06-13,Lugh Lamhfada's Essence: Leg Armor,"500,000"
2026-06-13,Lugh Lamhfada's Essence: Shield,"250,000"
2026-06-13,Milletian's Essence: Armor,"1,500,000"
2026-06-13,Milletian's Essence: Chest Armor,"1,500,000"
2026-06-13,Milletian's Essence: Feet Armor,"2,999,800"
2026-06-13,Milletian's Essence: Weapon,"4,800,000"
2026-06-13,Orna's Essence: Chest Armor,"1,850,000"
2026-06-13,Orna's Essence: Feet Armor,"1,800,000"
2026-06-13,Orna's Essence: Hand Armor,"1,700,000"
2026-06-13,Orna's Essence: Head Armor,"1,859,999"
2026-06-13,Orna's Essence: Leg Armor,"1,890,000"
2026-06-13,Orna's Essence: Weapon,"2,049,999"
2026-06-13,Perfect Legacy Shard,"1,000,000"
2026-06-13,Perfect Legendary Chunk,"555,800"
2026-06-13,Perfect Legendary Ore,"800,000"
2026-06-13,Perfect Succession Ore,"600,000"
2026-06-13,Perfect Uaithne Crystal,"2,777,777"
2026-06-13,Regina's Feather: Head Armor,"170,000"
2026-06-13,Regina's Feather: Large Shield,"2,222,800"
2026-06-13,Regina's Feather: Shield,"2,219,800"
2026-06-13,Robust Eriu Crystal,"1,672,386"
2026-06-13,Robust Uaithne Crystal,"440,000"
2026-06-13,Smooth Eriu Crystal,"1,486,549"
2026-06-13,Smooth Legacy Shard,"800,000"
2026-06-13,Smooth Legendary Chunk,"17,950"
2026-06-13,Smooth Legendary Ore,"555,800"
2026-06-13,Smooth Legendary Shard,"400,000"
2026-06-13,Smooth Succession Ore,"280,769"
2026-06-13,Smooth Succession Shard,"200,000"
2026-06-13,Smooth Uaithne Crystal,"370,000"
2026-06-13,Solid Eriu Crystal,"1,079,977"
2026-06-13,Solid Legendary Chunk,"375,850"
2026-06-13,Solid Legendary Ore,"444,800"
2026-06-13,Solid Legendary Shard,"97,950"
2026-06-13,Solid Succession Ore,"950,000"
2026-06-13,Solid Succession Shard,"222,800"
2026-06-13,Solid Uaithne Crystal,"588,888"
2026-06-13,Stable Eriu Crystal,"2,000,000"
2026-06-13,Stable Legacy Shard,"400,000"
2026-06-13,Stable Legendary Chunk,"555,800"
2026-06-13,Stable Succession Ore,"299,999"
2026-06-13,Stable Uaithne Crystal,"2,750,000"
2026-06-13,Terminus Sentinel Essence: Hand Armor,"444,800"
2026-06-13,Terminus Sentinel Essence: Large Shield,"5,000,000"
2026-06-13,Terminus Sentinel Essence: Shield,"999,800"
2026-06-13,Uaithne Fragment: Chest Armor,"3,418,949"
2026-06-13,Uaithne Fragment: Feet Armor,"291,018"
2026-06-13,Uaithne Fragment: Hand Armor,"2,779,000"
2026-06-13,Uaithne Fragment: Head Armor,"3,650,000"
2026-06-13,Uaithne Fragment: Leg Armor,"2,380,000"
2026-06-13,Uaithne Fragment: The Cursed Belt,"6,115,998"
2026-06-13,Uaithne Fragment: The Sun's Wish,"4,800,000"
2026-06-13,Uaithne Fragment: Token of Quiet,"9,500,000"
2026-06-13,Uaithne Fragment: Token of Silence,"7,777,777"
2026-06-13,Uaithne Fragment: Weapon,"3,470,000"
2026-06-13,Unrelenting Uaithne Crystal,"949,999"
2026-06-13,Gold,1
2026-06-13,Inherited Power: Fragments,"10,887"
2026-06-13,Sealed Power: Fragments,"41,249"
2026-06-13,Unknowable Power: Fragments,"135,227"
2026-06-13,Empty Bottle,100
2026-06-13,Exquisite HP Potion,"20,000"
2026-06-13,Fine HP Potion,"2,999"
2026-06-13,Superior HP Potion,"7,539"
2026-06-13,Advent Enchant Scroll,"18,833,034"
2026-06-13,Adversarial Enchant Scroll,"18,000,000"
2026-06-13,Ancient Enchant Scroll,"5,500,000"
2026-06-13,Bountiful Enchant Scroll,"38,777,777"
2026-06-13,Fighting Spirit Enchant Scroll,"23,000,000"
2026-06-13,Reflection Enchant Scroll,"29,500,000"
2026-06-14,Advance Enchant Scroll,"476,859"
2026-06-14,Advent Enchant Scroll,"16,000,000"
2026-06-14,Adversarial Enchant Scroll,"14,244,020"
2026-06-14,Amplified Enchant Scroll,"24,999,999"
2026-06-14,Ancient Enchant Scroll,"5,799,999"
2026-06-14,Barrier Enchant Scroll,"8,888,888"
2026-06-14,Berserker Enchant Scroll,"50,000"
2026-06-14,Blessed Magic Elixir,"35,000"
2026-06-14,Bloodlust Enchant Scroll,"50,000"
2026-06-14,Bountiful Enchant Scroll,"35,000,000"
2026-06-14,Brutal Enchant Scroll,"2,000,000"
2026-06-14,Calm Enchant Scroll,"499,999"
2026-06-14,Chaotic Enchant Scroll,"500,000"
2026-06-14,Chaser's Enchant Scroll,"500,000"
2026-06-14,Clash Enchant Scroll,"2,500,000"
2026-06-14,Concentrated Enchant Scroll,"4,890,000"
2026-06-14,Concerted Enchant Scroll,"230,000"
2026-06-14,Consume Enchant Scroll,"4,900,000"
2026-06-14,Conviction Enchant Scroll,"8,888,888"
2026-06-14,Cool Enchant Scroll,"790,000"
2026-06-14,Cyclical Enchant Scroll,"9,758,000"
2026-06-14,Destructive Enchant Scroll,"1,033,026"
2026-06-14,Dignified Enchant Scroll,"950,000"
2026-06-14,Echoing Enchant Scroll,"20,000"
2026-06-14,Enmity Enchant Scroll,"3,200,500"
2026-06-14,Escalating Enchant Scroll,"26,500,000"
2026-06-14,Eternal Enchant Scroll,"21,980,000"
2026-06-14,Executing Enchant Scroll,"98,000,000"
2026-06-14,Fading Enchant Scroll,"4,123,456"
2026-06-14,Fast Enchant Scroll,"1,000,000"
2026-06-14,Fate Enchant Scroll,"398,765,432"
2026-06-14,Fighting Spirit Enchant Scroll,"18,000,000"
2026-06-14,Fleet Enchant Scroll,"5,000"
2026-06-14,Force Enchant Scroll,"9,000"
2026-06-14,Forgotten Enchant Scroll,"2,574,564"
2026-06-14,Frenzy Enchant Scroll,"791,615"
2026-06-14,Healthy Enchant Scroll,"5,000"
2026-06-14,Heartless Enchant Scroll,"50,000"
2026-06-14,Hollow Enchant Scroll,"51,222,222"
2026-06-14,Impaling Enchant Scroll,"999,999"
2026-06-14,Indomitable Enchant Scroll,"14,000,000"
2026-06-14,Infinite Enchant Scroll,"500,000"
2026-06-14,Instant Enchant Scroll,"20,000,000"
2026-06-14,Irate Enchant Scroll,"4,000,000"
2026-06-14,Judgment Enchant Scroll,"9,999,500"
2026-06-14,Lament Enchant Scroll,"944,444"
2026-06-14,Madness Enchant Scroll,"41,999,999"
2026-06-14,Maelstrom Enchant Scroll,"510,000"
2026-06-14,Magic Elixir,"44,698"
2026-06-14,Magic Elixir of Life,"24,000"
2026-06-14,Magic Powder,"7,073"
2026-06-14,Meaningful Enchant Scroll,"6,666,666"
2026-06-14,Mystic Enchant Scroll,"58,888,888"
2026-06-14,Passion Enchant Scroll,"2,500,000"
2026-06-14,Peaceful Enchant Scroll,"150,000"
2026-06-14,Petrify Enchant Scroll,"1,800,000"
2026-06-14,Praise Enchant Scroll,"28,249,999"
2026-06-14,Prophetic Enchant Scroll,"13,333,333"
2026-06-14,Raging Enchant Scroll,"299,998"
2026-06-14,Reflection Enchant Scroll,"28,832,000"
2026-06-14,Reinforced Enchant Scroll,"20,000"
2026-06-14,Resolved Enchant Scroll,"100,000"
2026-06-14,Revenge Enchant Scroll,"5,000,000"
2026-06-14,Righteous Enchant Scroll,"50,000"
2026-06-14,Sealed Enchant Scroll,"555,500"
2026-06-14,Significant Enchant Scroll,"2,222,222"
2026-06-14,Solitude Enchant Scroll,"9,500,000"
2026-06-14,Sorrowful Enchant Scroll,"2,999,998"
2026-06-14,Soul Enchant Scroll,"5,000"
2026-06-14,Space Time Enchant Scroll,"50,000"
2026-06-14,Sparkling Enchant Scroll,"20,000"
2026-06-14,Special Dungeon: Enchant Pouch,"10,499,999"
2026-06-14,Spirited Enchant Scroll,"50,000"
2026-06-14,Stern Enchant Scroll,"5,000,000"
2026-06-14,Stigma Enchant Scroll,"20,000"
2026-06-14,Stylish Enchant Scroll,"15,000,000"
2026-06-14,Subdued Enchant Scroll,"100,500"
2026-06-14,Tempestuous Enchant Scroll,"9,950,000"
2026-06-14,The Dead Enchant Scroll,"275,000"
2026-06-14,Tragic Enchant Scroll,"42,500,000"
2026-06-14,Transcendent Enchant Scroll,"20,000,000"
2026-06-14,Trial Enchant Scroll,"28,888,885"
2026-06-14,Tricky Enchant Scroll,"10,000"
2026-06-14,Truth Enchant Scroll,"420,000"
2026-06-14,Twisted Enchant Scroll,"15,000,000"
2026-06-14,Valor Enchant Scroll,"4,000,000"
2026-06-14,Vehement Enchant Scroll,"381,646"
2026-06-14,Veiled Enchant Scroll,"18,072,312"
2026-06-14,Valor Enchant Scroll,"4,000,000"
2026-06-14,Victorious Enchant Scroll,"25,000,000"
2026-06-14,Warlord's Enchant Scroll,"50,000"
2026-06-14,Wave Enchant Scroll,"47,000,000"
2026-06-14,Weeping Enchant Scroll,"5,000"
2026-06-14,Well-Balanced Enchant Scroll,"920,000"
2026-06-14,Wish Enchant Scroll,"961,000"
2026-06-14,Withered Enchant Scroll,"29,000,000"
2026-06-15,Advance Enchant Scroll,"325,000"
2026-06-15,Advent Enchant Scroll,"19,777,777"
2026-06-15,Adversarial Enchant Scroll,"17,500,000"
2026-06-15,Amplified Enchant Scroll,"32,000,000"
